"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar"
"2/14/1979","142.5","-36.6869010925293","101","26.09","15.368","0.0377655048","2.35112222766362","0.495654086258583","18.67415994",
"2/15/1979","142.5","-36.6869010925293","101","26.015","10.988","0.135612612","5.23669520720964","0.51038406610532","29.11612428",
"2/16/1979","142.5","-36.6869010925293","101","15.718","10.632","0.990486432","3.77341175523873","0.578880780552624","7.7994018",
"2/17/1979","142.5","-36.6869010925293","101","29.501","7.93099999999998","0","2.03161979938242","0.493726791013253","28.91356668",
"2/18/1979","142.5","-36.6869010925293","101","27.313","12.209","0","3.40188636855987","0.440315546791856","28.11295332",
"2/19/1979","142.5","-36.6869010925293","101","33.713","11.669","0","2.80818184913996","0.42604407392827","28.51913988",
"2/20/1979","142.5","-36.6869010925293","101","34.311","19.389","0","3.58704245273528","0.330107671879497","28.24008696",
"2/21/1979","142.5","-36.6869010925293","101","32.755","22.475","0","2.78348445714951","0.30989317229276","14.476717512",
"2/22/1979","142.5","-36.6869010925293","101","33.082","23.324","0.346756464","3.33195806850554","0.333407095823014","17.709469128",
"2/23/1979","142.5","-36.6869010925293","101","27.29","18.801","7.6732607304","2.62218363754122","0.607349492388885","14.624097408",
"2/24/1979","142.5","-36.6869010925293","101","25.059","19.18","16.706085876","3.1760889590126","0.747119286135093","13.34238444",
"2/25/1979","142.5","-36.6869010925293","101","26.344","15.352","0","3.13880947052823","0.553661214451257","26.7690357",
"2/26/1979","142.5","-36.6869010925293","101","22.833","14.359","0.0514984104","2.6792457731429","0.670152839172627","16.579915488",
"2/27/1979","142.5","-36.6869010925293","101","25.523","15.706","0.0480651984","3.21187324179673","0.617099194827965","24.59081736",
"2/28/1979","142.5","-36.6869010925293","101","30.954","11.252","0","2.50532420449737","0.502018717646391","27.10034892",
"3/1/1979","142.5","-36.6869010925293","101","33.245","16.069","1.3561245864","3.04055021646559","0.549579907177284","19.951929288",
"3/2/1979","142.5","-36.6869010925293","101","31.556","18.278","0.0789642504","3.7229779101115","0.554046087812266","25.4278179",
"3/3/1979","142.5","-36.6869010925293","101","21.963","13.843","0.425720448","4.88690143125517","0.611812988323616","13.910455512",
"3/4/1979","142.5","-36.6869010925293","101","28.019","12.856","0","4.07602890164786","0.482814047126876","26.405445528",
"3/5/1979","142.5","-36.6869010925293","101","26.018","10.819","0","3.1532627189233","0.548903478711987","26.2926045",
"3/6/1979","142.5","-36.6869010925293","101","19.777","12.351","0.552749256","3.71500758928921","0.636137873431118","13.155697548",
"3/7/1979","142.5","-36.6869010925293","101","29.802","11.773","0.034332264","1.47051169167857","0.455250094048723","25.64690868",
"3/8/1979","142.5","-36.6869010925293","101","29.882","13.331","0","2.07027999651621","0.348530816614661","25.864994808",
"3/9/1979","142.5","-36.6869010925293","101","29.884","13.45","0","2.97895036302916","0.411596819143497","25.100212392",
"3/10/1979","142.5","-36.6869010925293","101","33.577","13.799","0","1.9637903170526","0.449250787336124","25.169959872",
"3/11/1979","142.5","-36.6869010925293","101","34.971","17.354","0","2.14165588507646","0.292395712505766","24.68322864",
"3/12/1979","142.5","-36.6869010925293","101","35.38","18.871","0","2.79601593087968","0.274779169122682","23.191819272",
"3/13/1979","142.5","-36.6869010925293","101","25.096","17.813","1.4453892","2.34046896110499","0.619340839170144","6.408674928",
"3/14/1979","142.5","-36.6869010925293","101","25.958","14.651","0.051498432","3.8734893715999","0.656832945139575","23.275574928",
"3/15/1979","142.5","-36.6869010925293","101","25.589","15.206","1.4762879352","5.36855271430914","0.607858203883312","21.634872588",
"3/16/1979","142.5","-36.6869010925293","101","33.386","14.598","0.0034332264","2.4286123449403","0.485817028837496","23.23299492",
"3/17/1979","142.5","-36.6869010925293","101","29.371","16.574","0","3.4637560524976","0.479696620159019","23.14310292",
"3/18/1979","142.5","-36.6869010925293","101","24.331","13.323","0.0343322928","3.60554621143737","0.575543975776216","21.58204743",
"3/19/1979","142.5","-36.6869010925293","101","31.623","9.18200000000002","0","1.47254468254138","0.487080617507922","23.45231466",
"3/20/1979","142.5","-36.6869010925293","101","31.619","12.253","0","3.16227042836951","0.336290528035515","22.81854096",
"3/21/1979","142.5","-36.6869010925293","101","24.678","13.971","0.7518771504","3.75072418216902","0.39414839168561","23.1342678",
"3/22/1979","142.5","-36.6869010925293","101","26.834","9.20499999999998","0","2.53011423103499","0.446561577749231","22.5367839",
"3/23/1979","142.5","-36.6869010925293","101","22.379","11.008","1.0746021384","3.42071511199024","0.585852266686809","17.94976974",
"3/24/1979","142.5","-36.6869010925293","101","22.487","8.375","0","2.29807241770075","0.528885686390619","22.06344384",
"3/25/1979","142.5","-36.6869010925293","101","26.004","9.25900000000001","0","1.40769399488951","0.452538795668105","22.06704276",
"3/26/1979","142.5","-36.6869010925293","101","29.268","12.185","0","2.77672995202967","0.28196445124475","21.6362808",
"3/27/1979","142.5","-36.6869010925293","101","22.811","14.028","0.212860188","5.03582339307783","0.501238279164004","6.444396",
"3/28/1979","142.5","-36.6869010925293","101","25.046","12.526","0","2.72986024442782","0.517472053517315","17.5463352",
"3/29/1979","142.5","-36.6869010925293","101","27.089","14.093","0","3.63769088780588","0.505515077059226","19.74391992",
"3/30/1979","142.5","-36.6869010925293","101","29.202","16.702","0","3.19877983943096","0.379368412778488","19.28610036",
"3/31/1979","142.5","-36.6869010925293","101","28.67","16.437","0.065231352","4.09230700070018","0.444887831213472","10.71961794",
"4/1/1979","142.5","-36.6869010925293","101","21.685","13.154","0.0171661392","3.16119644659533","0.503870797493483","16.85548386",
"4/2/1979","142.5","-36.6869010925293","101","21.605","8.23000000000002","0","2.34816976290404","0.431046413337254","20.2308201",
"4/3/1979","142.5","-36.6869010925293","101","17.923","11.792","5.26313862","5.11835018301776","0.482237552114125","10.073536308",
"4/4/1979","142.5","-36.6869010925293","101","22.288","10.167","0","3.11069356525902","0.550813750205228","11.4812424",
"4/5/1979","142.5","-36.6869010925293","101","21.479","14.952","0.4360198824","4.82860739215177","0.586603753351566","11.3241942",
"4/6/1979","142.5","-36.6869010925293","101","18.018","10.797","0.0755310312","2.93241184661301","0.69473746665474","10.00164672",
"4/7/1979","142.5","-36.6869010925293","101","17.675","8.00700000000001","0.02746584","2.40323641046811","0.703335498239832","12.26452824",
"4/8/1979","142.5","-36.6869010925293","101","16.311","8.28300000000002","0.56304936","3.35481314860327","0.619997765689652","13.04201052",
"4/9/1979","142.5","-36.6869010925293","101","16.064","5.58100000000002","0.0034332264","3.41732884077487","0.626220005873115","17.3565486",
"4/10/1979","142.5","-36.6869010925293","101","16.896","8.14299999999997","0.0343323","3.31263315144262","0.647027327686692","14.38874766",
"4/11/1979","142.5","-36.6869010925293","101","18.336","5.483","0","2.49441998955841","0.663100091178378","18.35634168",
"4/12/1979","142.5","-36.6869010925293","101","21.15","7.49000000000001","0","2.04811442429854","0.666055392662095","16.70254488",
"4/13/1979","142.5","-36.6869010925293","101","23.192","10.065","0","1.82417638809677","0.511830891174447","17.24186232",
"4/14/1979","142.5","-36.6869010925293","101","26.267","9.868","0","1.36866261174385","0.379256435759977","17.62008696",
"4/15/1979","142.5","-36.6869010925293","101","27.299","10.704","0","1.75283633808601","0.334220105013326","17.57170476",
"4/16/1979","142.5","-36.6869010925293","101","27.154","13.764","0","5.1225509534419","0.256921110095039","13.68635724",
"4/17/1979","142.5","-36.6869010925293","101","21.739","12.706","11.51504658","3.62262125590209","0.668227337980912","15.81378678",
"4/18/1979","142.5","-36.6869010925293","101","13.968","12.157","1.198196352","3.55633926717524","0.781896528841263","4.385981448",
"4/19/1979","142.5","-36.6869010925293","101","14.668","11.958","3.268432368","2.34553323282336","0.844725773284655","1.895399748",
"4/20/1979","142.5","-36.6869010925293","101","19.242","10.975","0.532150776","2.67073552013484","0.71339478647865","11.89693062",
"4/21/1979","142.5","-36.6869010925293","101","19.532","13.965","5.503461984","4.0282407078535","0.710787601234148","4.52840886",
"4/22/1979","142.5","-36.6869010925293","101","14.089","9.68700000000001","0.178527852","3.50239051479024","0.728300210265899","3.76031502",
"4/23/1979","142.5","-36.6869010925293","101","15.259","10.114","1.696014216","3.12048366941574","0.809072999938475","6.01430562",
"4/24/1979","142.5","-36.6869010925293","101","20.538","9.512","0.0068664528","1.44584477549332","0.698330059253934","15.1976268",
"4/25/1979","142.5","-36.6869010925293","101","16.698","12.112","0.202560624","2.54345591639395","0.614048557629045","7.61344218",
"4/26/1979","142.5","-36.6869010925293","101","20.547","13.065","0.394820892","2.63574967844011","0.729293056258136","10.82222136",
"4/27/1979","142.5","-36.6869010925293","101","17.113","8.42500000000001","0.02059938","2.56903321775363","0.658066074349797","14.46744924",
"4/28/1979","142.5","-36.6869010925293","101","18.51","6.767","0","2.03851797953806","0.712246186146053","15.09311268",
"4/29/1979","142.5","-36.6869010925293","101","19.384","7.13600000000002","0","2.23837587647232","0.691092417528109","15.0741558",
"4/30/1979","142.5","-36.6869010925293","101","20.66","6.505","0","2.72770525450107","0.64997581063251","14.75303058",
"5/1/1979","142.5","-36.6869010925293","101","21.359","11.85","0.363922128","3.9729985972968","0.605278602112606","13.9674915",
"5/2/1979","142.5","-36.6869010925293","101","21.991","13.889","3.2547009168","3.44871309926803","0.617079288209964","8.987346468",
"5/3/1979","142.5","-36.6869010925293","101","17.56","10.134","9.86023512","2.88669309813405","0.724611933312692","13.08110328",
"5/4/1979","142.5","-36.6869010925293","101","14.774","7.22399999999999","0","3.46160657090621","0.717357039044742","13.29541812",
"5/5/1979","142.5","-36.6869010925293","101","14.109","7.05000000000001","0.0068664528","3.44063177477151","0.733279066990098","10.281657168",
"5/6/1979","142.5","-36.6869010925293","101","17.928","8.04000000000002","0","2.4022092236644","0.694222328888037","13.28827248",
"5/7/1979","142.5","-36.6869010925293","101","16.687","6.40600000000001","0","2.09681253637604","0.746385556209865","12.71514168",
"5/8/1979","142.5","-36.6869010925293","101","17.611","8.738","0.0240326064","2.57514372421458","0.682208787634295","13.3921692",
"5/9/1979","142.5","-36.6869010925293","101","13.894","8.60000000000002","0.2197266048","2.21240413183377","0.762601679150673","3.98964348",
"5/10/1979","142.5","-36.6869010925293","101","14.97","8.96499999999998","0.514983744","4.06126118664978","0.715376330091221","9.94618188",
"5/11/1979","142.5","-36.6869010925293","101","11.533","6.024","0.209426904","3.86924126732833","0.717222782025864","5.3063991",
"5/12/1979","142.5","-36.6869010925293","101","14.561","9.94600000000003","0.7999419312","3.33575387508128","0.811783410809677","4.7532951",
"5/13/1979","142.5","-36.6869010925293","101","11.595","10.175","0.617980896","2.91073892315003","0.723022303332083","2.91099564",
"5/14/1979","142.5","-36.6869010925293","101","12.19","9.37","0.2574921672","2.81261933964361","0.730119977827177","4.16902734",
"5/15/1979","142.5","-36.6869010925293","101","10.556","5.35700000000003","0.171661428","2.480292311694","0.79663177598882","3.88665612",
"5/16/1979","142.5","-36.6869010925293","101","11.568","3.995","0.0240326064","1.71472227643795","0.780651302556556","10.29936816",
"5/17/1979","142.5","-36.6869010925293","101","15.237","2.57999999999998","0","1.3888114107717","0.834935319970511","11.79021924",
"5/18/1979","142.5","-36.6869010925293","101","15.679","3.72500000000002","0","1.78354243586641","0.68528036501583","11.93118534",
"5/19/1979","142.5","-36.6869010925293","101","16.823","5.49700000000001","0","1.52883110673002","0.698053251214538","12.1002768",
"5/20/1979","142.5","-36.6869010925293","101","14.118","5.54700000000003","0.0652313664","2.68612932163176","0.763855576638863","8.22363822",
"5/21/1979","142.5","-36.6869010925293","101","18.348","8.899","0","4.63961625980556","0.62650742415835","9.87654636",
"5/22/1979","142.5","-36.6869010925293","101","16.716","10.603","1.483153344","7.62319630532091","0.55566629061839","10.55481084",
"5/23/1979","142.5","-36.6869010925293","101","17.526","11.036","12.56561604","4.16628657212461","0.728245816465645","11.34100998",
"5/24/1979","142.5","-36.6869010925293","101","15.572","9.12900000000002","0.1407624264","2.04130078696179","0.821782054001025","6.288685668",
"5/25/1979","142.5","-36.6869010925293","101","15.457","7.59500000000003","0.078964236","2.23675182467116","0.763155152251496","5.07628278",
"5/26/1979","142.5","-36.6869010925293","101","13.107","11.203","23.7339049464","4.09471735940224","0.926758711342741","0.5020317",
"5/27/1979","142.5","-36.6869010925293","101","12.354","9.589","0.3913878528","3.5451000564422","0.884926014138042","3.1787469",
"5/28/1979","142.5","-36.6869010925293","101","12.336","9.27600000000001","1.865959056","2.86422524242366","0.872200209340056","2.127880908",
"5/29/1979","142.5","-36.6869010925293","101","12.738","8.87799999999999","11.072159064","3.35328829205359","0.90658966727456","1.81248804",
"5/30/1979","142.5","-36.6869010925293","101","13.215","7.05799999999999","0.489235356","3.47537376826224","0.867681389235054","6.64503948",
"5/31/1979","142.5","-36.6869010925293","101","15.548","7.245","0.0892639512","2.4006632863776","0.832989962574356","9.44077554",
"6/1/1979","142.5","-36.6869010925293","101","13.53","8.053","0.2557754352","2.38078933094503","0.847768424593131","2.294718372",
"6/2/1979","142.5","-36.6869010925293","101","10.721","7.51400000000001","0.2677917312","1.81085307686262","0.842522563704757","3.864203208",
"6/3/1979","142.5","-36.6869010925293","101","13.794","7.32299999999998","0.4772185344","2.6778650730242","0.82914231747838","4.9462281",
"6/4/1979","142.5","-36.6869010925293","101","14.709","6.387","0","3.45763197460765","0.7728561876041","8.30255724",
"6/5/1979","142.5","-36.6869010925293","101","17.098","7.87700000000001","0.0308990664","4.02325538331492","0.74998050717976","9.80482356",
"6/6/1979","142.5","-36.6869010925293","101","17.01","10.266","2.96802612","3.36633154282828","0.7808247463609","7.87663188",
"6/7/1979","142.5","-36.6869010925293","101","13.194","9.26400000000001","2.33287848","2.1459762254011","0.914071981931386","2.06988768",
"6/8/1979","142.5","-36.6869010925293","101","11.863","9.00599999999997","0.739861056","2.51540236169204","0.903355500563042","2.228457528",
"6/9/1979","142.5","-36.6869010925293","101","12.442","8.13","0.209426868","2.64923237256585","0.862464117315921","3.69438786",
"6/10/1979","142.5","-36.6869010925293","101","11.316","7.50599999999997","1.663399152","2.28086747865832","0.888168216987258","2.346921",
"6/11/1979","142.5","-36.6869010925293","101","12.359","9.22199999999998","0.9166722264","1.86174525642212","0.888720115308416","4.97137428",
"6/12/1979","142.5","-36.6869010925293","101","15.176","7.92500000000001","0.044631972","2.88283055385519","0.755125493203789","10.00023678",
"6/13/1979","142.5","-36.6869010925293","101","13.355","5.88900000000001","0.017166132","1.73204027481819","0.795295644841527","5.13140742",
"6/14/1979","142.5","-36.6869010925293","101","12.667","6.79500000000002","0.9939195504","3.17547653137025","0.870645051126701","2.84990796",
"6/15/1979","142.5","-36.6869010925293","101","11.132","7.00200000000001","1.599883632","2.73236050127486","0.866681313386347","0.969974892",
"6/16/1979","142.5","-36.6869010925293","101","15.367","7.36700000000002","0.044631972","3.14533267807367","0.821471635376848","7.878375",
"6/17/1979","142.5","-36.6869010925293","101","15.437","6.911","0","4.50619834056766","0.738976173146728","7.9266978",
"6/18/1979","142.5","-36.6869010925293","101","16.038","7.64100000000002","0","2.2275335344289","0.720704832351125","9.32951358",
"6/19/1979","142.5","-36.6869010925293","101","15.39","6.51900000000001","0","2.6081195884753","0.732461154250413","7.66130886",
"6/20/1979","142.5","-36.6869010925293","101","13.456","7.31799999999998","0.139045752","2.53784994493617","0.756862593517561","2.59025562",
"6/21/1979","142.5","-36.6869010925293","101","15.499","4.96899999999999","0","2.3379241865907","0.779498371866369","9.22140072",
"6/22/1979","142.5","-36.6869010925293","101","14.021","6.93200000000002","0.1167297264","2.07496365794716","0.846928645461021","4.21053318",
"6/23/1979","142.5","-36.6869010925293","101","14.991","3.91699999999997","0","2.52197251268054","0.789337223865169","9.167067",
"6/24/1979","142.5","-36.6869010925293","101","15.691","6.02600000000001","0","3.26420255951227","0.739330170679867","9.9534969",
"6/25/1979","142.5","-36.6869010925293","101","16.962","6.33100000000002","0.3244401","5.41041127385054","0.763459826012914","10.02042918",
"6/26/1979","142.5","-36.6869010925293","101","16.656","8.59800000000001","9.66624876","3.41493490473581","0.77638996755714","9.7821009",
"6/27/1979","142.5","-36.6869010925293","101","14.768","4.63200000000001","0","1.87863908741942","0.718703697701449","9.7775991",
"6/28/1979","142.5","-36.6869010925293","101","10.132","4","1.0763170056","4.10489538420407","0.712207693678857","8.99027172",
"6/29/1979","142.5","-36.6869010925293","101","11.062","2.09800000000001","0.0240325992","3.54658533331358","0.740454567983145","7.812000612",
"6/30/1979","142.5","-36.6869010925293","101","12.586","2.92200000000003","1.417922928","4.18716083610864","0.740350596048685","10.0202607",
"7/1/1979","142.5","-36.6869010925293","101","10.724","7.70400000000001","5.4536853744","4.65244260057891","0.883207888134642","4.08993786",
"7/2/1979","142.5","-36.6869010925293","101","12.725","6.25200000000001","1.3707161424","3.45387190053761","0.877511852210424","8.77724532",
"7/3/1979","142.5","-36.6869010925293","101","10.314","5.53800000000001","0.1544952672","2.40456826440445","0.87467132008989","2.645776188",
"7/4/1979","142.5","-36.6869010925293","101","12.603","5.83300000000003","0.0377654904","2.2845679132698","0.786318378059677","8.16840054",
"7/5/1979","142.5","-36.6869010925293","101","10.06","3.10599999999999","0.4394535264","1.69744809428175","0.875802612935656","3.47163786",
"7/6/1979","142.5","-36.6869010925293","101","14.251","7.05500000000001","0.2077102728","2.14410182793076","0.838971486140927","8.08813512",
"7/7/1979","142.5","-36.6869010925293","101","14.678","6.11500000000001","0.0205993584","4.96111614862087","0.711677425469642","8.72566614",
"7/8/1979","142.5","-36.6869010925293","101","14.535","7.75299999999999","0.6952284504","4.21983708071185","0.676409029295243","5.50546452",
"7/9/1979","142.5","-36.6869010925293","101","13.007","5.13299999999998","0.1982688768","3.01304634191903","0.828042485298335","6.510210696",
"7/10/1979","142.5","-36.6869010925293","101","12.432","2.60399999999999","0.1313209584","2.64540837982778","0.789162045869285","8.02389474",
"7/11/1979","142.5","-36.6869010925293","101","11.961","2.512","0","3.14204722878652","0.756108924426044","6.448387428",
"7/12/1979","142.5","-36.6869010925293","101","14.94","5.91699999999997","0.48923478","3.43581012744264","0.771496317089631","5.45985468",
"7/13/1979","142.5","-36.6869010925293","101","14.247","3.238","0.2231598816","1.68336820044113","0.821244055324673","6.83511048",
"7/14/1979","142.5","-36.6869010925293","101","13.174","1.91399999999999","0","2.3011130239912","0.775644730310758","10.38307734",
"7/15/1979","142.5","-36.6869010925293","101","15.232","4.75","0","3.68720725265264","0.77646094906027","10.77024168",
"7/16/1979","142.5","-36.6869010925293","101","17.671","6.30900000000003","0.00686646","4.50546394204791","0.617320266485628","10.92554577",
"7/17/1979","142.5","-36.6869010925293","101","10.724","7.51600000000002","5.9703836904","2.80387911725499","0.830075841880095","1.24453134",
"7/18/1979","142.5","-36.6869010925293","101","12.441","4.50099999999998","0.212860404","2.24125347741477","0.817395146104558","9.67044132",
"7/19/1979","142.5","-36.6869010925293","101","13.377","1.44099999999997","0","1.40286110127642","0.780056529670893","11.42212608",
"7/20/1979","142.5","-36.6869010925293","101","13.281","3.35000000000002","0","4.73281254637634","0.645154730389146","10.62921861",
"7/21/1979","142.5","-36.6869010925293","101","12.682","6.75","2.9525785056","5.86463764422769","0.644097362230258","6.24324681",
"7/22/1979","142.5","-36.6869010925293","101","10.395","6.79000000000002","2.168083224","6.44055013029809","0.739887650751171","4.2601509",
"7/23/1979","142.5","-36.6869010925293","101","11.746","7.47699999999998","1.2617111088","3.14977587595458","0.839541699870786","8.050109472",
"7/24/1979","142.5","-36.6869010925293","101","13.933","5.61200000000002","0.353622348","1.70332050638453","0.775131827016021","9.097200072",
"7/25/1979","142.5","-36.6869010925293","101","11.783","5.50200000000001","0.0137329056","1.95340837135706","0.648586853487855","9.81556938",
"7/26/1979","142.5","-36.6869010925293","101","13.64","2.118","0","2.24793963554451","0.761047726215209","6.36739065",
"7/27/1979","142.5","-36.6869010925293","101","11.79","3.47899999999999","0.2489089824","2.2840837408061","0.81453967931739","6.817103352",
"7/28/1979","142.5","-36.6869010925293","101","12.759","3.84800000000001","0.1218795264","2.17207380522058","0.833061729105182","8.56507356",
"7/29/1979","142.5","-36.6869010925293","101","11.438","5.69999999999999","0.8806233024","1.82453530564926","0.864428434424311","3.20484078",
"7/30/1979","142.5","-36.6869010925293","101","14.378","3.82999999999998","0.07553106","3.96123896584207","0.675269829462422","11.05835706",
"7/31/1979","142.5","-36.6869010925293","101","12.117","6.45699999999999","1.0780328016","3.57544380760278","0.815640988997023","6.37081866",
"8/1/1979","142.5","-36.6869010925293","101","10.424","3.029","0.9029387304","2.2593280744631","0.747069181716629","8.64146268",
"8/2/1979","142.5","-36.6869010925293","101","13.109","2.142","0.169944768","2.85551588757301","0.792739763289224","10.64761974",
"8/3/1979","142.5","-36.6869010925293","101","15.34","5.07600000000002","0.1716614208","1.44426114916614","0.814187924460947","8.951737932",
"8/4/1979","142.5","-36.6869010925293","101","14.635","3.76900000000001","0.1167297192","1.34365876946014","0.804440080557013","7.49509452",
"8/5/1979","142.5","-36.6869010925293","101","8.12900000000002","6.18299999999999","14.64357906","3.57840573510132","0.904875660923312","2.05351803",
"8/6/1979","142.5","-36.6869010925293","101","13.354","6.243","7.2801585648","3.9739728430766","0.866883742801197","7.3412397",
"8/7/1979","142.5","-36.6869010925293","101","11.709","4.78100000000001","1.5638349312","2.64368604941419","0.880440582634858","4.018161168",
"8/8/1979","142.5","-36.6869010925293","101","13.108","7.118","3.9413447208","4.14396418595101","0.74666133803351","7.2200835",
"8/9/1979","142.5","-36.6869010925293","101","12.272","5.51999999999998","5.542948116","5.07960120044025","0.869009254138916","6.990922908",
"8/10/1979","142.5","-36.6869010925293","101","13.478","4.96300000000002","1.1226663864","5.04721663576761","0.815921505495363","10.351912032",
"8/11/1979","142.5","-36.6869010925293","101","13.672","8.423","1.44023922","5.65740266464064","0.753913687583147","7.39304631",
"8/12/1979","142.5","-36.6869010925293","101","11.243","5.637","3.311348904","5.27330841169963","0.851721264533261","6.917397408",
"8/13/1979","142.5","-36.6869010925293","101","13.52","5.01100000000002","0.1510620192","2.79108777565112","0.767211265287689","6.971457672",
"8/14/1979","142.5","-36.6869010925293","101","12.952","3.5","0.065231316","2.30825466322582","0.809176634482257","8.64804168",
"8/15/1979","142.5","-36.6869010925293","101","16.427","4.09199999999998","0","3.41710718074909","0.687463629255272","14.21161866",
"8/16/1979","142.5","-36.6869010925293","101","16.105","3.54000000000002","1.229095512","1.76997331140772","0.808150992503569","8.181732312",
"8/17/1979","142.5","-36.6869010925293","101","13.177","6.916","0.1416206664","2.63900600944293","0.828341998421587","10.0562634",
"8/18/1979","142.5","-36.6869010925293","101","12.982","5.62","10.1554857648","3.95746496651635","0.952063650381794","1.87531902",
